country,year,years_since_2015,attack_type,target_industry,financial_loss_million,affected_users,loss_per_user_usd,attack_source,vulnerability_type,defense_mechanism,impact_level,resolution_time_hours,cluster,risk_profile
Russia,2020,5,Ransomware,Healthcare,11.11,785179,14.15,Unattributed,Weak Passwords,VPN,High,2.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2018,3,Malware,Banking,31.56,940038,33.57,Hacker Group,Zero-day,Antivirus,High,24.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2020,5,Man-in-the-Middle,Retail,46.07,32499,1417.58,Insider,Zero-day,Firewall,Low,14.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2022,7,Malware,Banking,46.75,239200,195.44,Nation-state,Social Engineering,Encryption,Low,8.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2015,0,Ransomware,Retail,74.68,498089,149.93,Insider,Weak Passwords,Encryption,High,18.0,0,High-Loss Targeted Events - DDoS-Led
China,2022,7,SQL Injection,Banking,1.16,297461,3.9,Hacker Group,Zero-day,Firewall,Low,15.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2022,7,Man-in-the-Middle,Government,90.65,898589,100.88,Hacker Group,Zero-day,AI-based Detection,High,58.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2023,8,Malware,Telecommunications,67.77,871255,77.78,Hacker Group,Social Engineering,AI-based Detection,High,24.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2019,4,Malware,Education,1.05,93580,11.22,Nation-state,Unpatched Software,VPN,Low,21.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2024,9,SQL Injection,IT,33.94,88304,384.35,Nation-state,Zero-day,Encryption,Low,41.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2016,1,Phishing,Education,98.72,6670,14800.6,Nation-state,Social Engineering,VPN,High,24.0,0,High-Loss Targeted Events - DDoS-Led
China,2021,6,Ransomware,Telecommunications,44.84,16106,2784.06,Nation-state,Weak Passwords,Firewall,Low,29.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2016,1,DDoS,Banking,87.62,922456,94.99,Insider,Zero-day,VPN,High,67.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2021,6,Ransomware,Government,2.39,665023,3.59,Insider,Unpatched Software,Firewall,Medium,49.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2024,9,Man-in-the-Middle,Retail,46.41,494622,93.83,Hacker Group,Social Engineering,VPN,Medium,37.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2019,4,SQL Injection,Retail,26.97,19575,1377.78,Insider,Zero-day,AI-based Detection,Low,1.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2015,0,DDoS,Government,97.4,23096,4217.18,Unattributed,Weak Passwords,Firewall,High,38.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2024,9,DDoS,IT,82.49,102295,806.39,Unattributed,Weak Passwords,VPN,High,46.0,0,High-Loss Targeted Events - DDoS-Led
India,2016,1,Ransomware,IT,43.65,340213,128.3,Nation-state,Zero-day,Antivirus,Low,15.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2021,6,Ransomware,IT,58.86,935319,62.93,Nation-state,Social Engineering,Antivirus,High,25.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2015,0,DDoS,Retail,94.19,145401,647.79,Insider,Unpatched Software,Antivirus,High,14.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2023,8,Malware,Government,69.39,358933,193.32,Nation-state,Zero-day,Antivirus,Medium,3.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2015,0,Malware,Healthcare,88.08,905770,97.24,Nation-state,Zero-day,VPN,High,9.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2017,2,SQL Injection,Education,54.98,786577,69.9,Insider,Unpatched Software,Firewall,High,70.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2021,6,SQL Injection,Retail,48.2,480984,100.21,Unattributed,Zero-day,VPN,Low,64.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2023,8,DDoS,Healthcare,58.37,599797,97.32,Nation-state,Unpatched Software,AI-based Detection,Medium,35.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2024,9,DDoS,IT,48.01,922258,52.06,Unattributed,Social Engineering,Encryption,High,64.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2022,7,Ransomware,Banking,26.17,937653,27.91,Insider,Unpatched Software,Encryption,High,24.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2018,3,Man-in-the-Middle,Retail,13.66,455529,29.99,Hacker Group,Zero-day,Firewall,Low,40.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2024,9,Phishing,Education,93.32,93185,1001.45,Unattributed,Unpatched Software,VPN,High,14.0,0,High-Loss Targeted Events - DDoS-Led
China,2015,0,Phishing,Government,42.73,310574,137.58,Nation-state,Zero-day,Firewall,Low,65.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2019,4,Malware,Banking,44.17,605166,72.99,Insider,Weak Passwords,Encryption,Medium,27.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2015,0,DDoS,Telecommunications,32.92,157678,208.78,Nation-state,Unpatched Software,Antivirus,Low,68.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2023,8,Malware,Education,22.87,975282,23.45,Insider,Unpatched Software,Firewall,High,49.0,1,Widespread Low-Loss Events - Phishing-Led
France,2023,8,Ransomware,Retail,64.08,238068,269.17,Unattributed,Unpatched Software,VPN,Medium,61.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2016,1,Man-in-the-Middle,Retail,18.96,530947,35.71,Nation-state,Unpatched Software,VPN,Medium,12.0,1,Widespread Low-Loss Events - Phishing-Led
China,2022,7,Ransomware,Telecommunications,16.16,236284,68.39,Unattributed,Social Engineering,Antivirus,Low,38.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2020,5,SQL Injection,Healthcare,67.9,2233,30407.52,Unattributed,Social Engineering,Antivirus,Medium,45.0,0,High-Loss Targeted Events - DDoS-Led
China,2015,0,Man-in-the-Middle,Retail,47.2,529593,89.13,Hacker Group,Zero-day,VPN,Medium,64.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2024,9,Malware,Banking,22.84,797768,28.63,Insider,Zero-day,Firewall,High,58.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2018,3,Ransomware,Retail,48.0,187730,255.69,Nation-state,Weak Passwords,AI-based Detection,Low,26.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2022,7,Man-in-the-Middle,Healthcare,27.82,182378,152.54,Insider,Social Engineering,AI-based Detection,Low,10.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2017,2,DDoS,Government,15.63,663812,23.55,Nation-state,Zero-day,Antivirus,Medium,57.0,1,Widespread Low-Loss Events - Phishing-Led
India,2023,8,Ransomware,Telecommunications,3.51,661681,5.3,Hacker Group,Weak Passwords,AI-based Detection,Medium,14.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2021,6,Malware,Banking,13.99,689681,20.28,Nation-state,Weak Passwords,AI-based Detection,Medium,62.0,1,Widespread Low-Loss Events - Phishing-Led
India,2021,6,Man-in-the-Middle,Retail,40.94,698921,58.58,Insider,Weak Passwords,Firewall,Medium,72.0,1,Widespread Low-Loss Events - Phishing-Led
France,2017,2,DDoS,IT,20.44,618269,33.06,Nation-state,Weak Passwords,VPN,Medium,48.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2017,2,DDoS,Healthcare,54.83,966668,56.72,Hacker Group,Weak Passwords,AI-based Detection,High,15.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2018,3,Malware,Banking,17.99,593009,30.34,Unattributed,Social Engineering,Firewall,Medium,27.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2024,9,Man-in-the-Middle,Retail,7.16,368618,19.42,Nation-state,Social Engineering,Firewall,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2022,7,Phishing,Banking,75.01,771434,97.23,Hacker Group,Social Engineering,AI-based Detection,High,38.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2017,2,Phishing,Healthcare,68.99,526227,131.1,Hacker Group,Weak Passwords,VPN,Medium,62.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2016,1,SQL Injection,IT,43.76,959797,45.59,Nation-state,Social Engineering,Antivirus,High,32.0,1,Widespread Low-Loss Events - Phishing-Led
France,2019,4,Malware,Healthcare,39.83,571521,69.69,Nation-state,Weak Passwords,Antivirus,Medium,8.0,1,Widespread Low-Loss Events - Phishing-Led
China,2015,0,Ransomware,IT,57.27,762001,75.16,Nation-state,Social Engineering,VPN,High,67.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2018,3,Man-in-the-Middle,Banking,85.29,685291,124.46,Hacker Group,Social Engineering,Encryption,High,53.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2023,8,Phishing,Retail,33.06,18579,1779.43,Unattributed,Social Engineering,VPN,Low,13.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2023,8,Ransomware,Retail,66.38,608520,109.08,Hacker Group,Zero-day,VPN,Medium,14.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2020,5,Malware,Education,5.95,592485,10.04,Insider,Weak Passwords,Firewall,Medium,10.0,1,Widespread Low-Loss Events - Phishing-Led
France,2018,3,Ransomware,Banking,27.78,355077,78.24,Nation-state,Unpatched Software,VPN,Low,65.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2023,8,SQL Injection,IT,92.35,380022,243.01,Unattributed,Unpatched Software,Encryption,High,30.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2018,3,Malware,Healthcare,82.65,434626,190.16,Unattributed,Social Engineering,AI-based Detection,High,29.0,0,High-Loss Targeted Events - DDoS-Led
UK,2020,5,SQL Injection,Education,35.57,386093,92.13,Unattributed,Unpatched Software,VPN,Low,42.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2017,2,SQL Injection,Healthcare,7.31,191328,38.21,Insider,Weak Passwords,Encryption,Low,51.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2021,6,Man-in-the-Middle,Education,40.98,414340,98.9,Insider,Unpatched Software,AI-based Detection,Low,10.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2021,6,Malware,Retail,3.44,887718,3.88,Insider,Zero-day,Antivirus,High,55.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2020,5,Phishing,Banking,84.77,812206,104.37,Hacker Group,Unpatched Software,Encryption,High,39.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2023,8,SQL Injection,Education,42.5,933030,45.55,Insider,Social Engineering,Antivirus,High,27.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2015,0,Man-in-the-Middle,IT,53.07,538338,98.58,Nation-state,Zero-day,VPN,Medium,1.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2020,5,Phishing,Retail,14.45,309967,46.62,Unattributed,Zero-day,Firewall,Low,26.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2017,2,SQL Injection,IT,78.94,858565,91.94,Unattributed,Weak Passwords,Encryption,High,29.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2019,4,DDoS,Healthcare,27.89,460544,60.56,Unattributed,Weak Passwords,Firewall,Low,29.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2017,2,Phishing,Retail,97.87,113745,860.43,Unattributed,Unpatched Software,Encryption,High,2.0,0,High-Loss Targeted Events - DDoS-Led
France,2016,1,SQL Injection,Healthcare,10.82,586784,18.44,Hacker Group,Weak Passwords,Encryption,Medium,26.0,1,Widespread Low-Loss Events - Phishing-Led
China,2020,5,DDoS,Banking,11.72,81518,143.77,Nation-state,Social Engineering,VPN,Low,47.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2017,2,Man-in-the-Middle,Education,14.99,942088,15.91,Insider,Zero-day,AI-based Detection,High,46.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2021,6,Phishing,Retail,81.26,245015,331.65,Nation-state,Zero-day,Firewall,High,41.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2017,2,SQL Injection,Banking,66.81,966993,69.09,Hacker Group,Social Engineering,VPN,High,64.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2022,7,DDoS,IT,23.91,169310,141.22,Unattributed,Weak Passwords,Encryption,Low,36.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2023,8,DDoS,IT,68.86,749700,91.85,Nation-state,Zero-day,AI-based Detection,High,35.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2023,8,Ransomware,Government,84.13,695841,120.9,Nation-state,Zero-day,AI-based Detection,High,21.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2021,6,Phishing,Healthcare,70.03,248437,281.88,Hacker Group,Social Engineering,Encryption,Medium,70.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2017,2,Phishing,Healthcare,39.3,290846,135.12,Unattributed,Weak Passwords,Firewall,Low,3.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2024,9,SQL Injection,Banking,7.2,312607,23.03,Hacker Group,Weak Passwords,Antivirus,Low,24.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2015,0,SQL Injection,Education,65.83,691903,95.14,Unattributed,Zero-day,VPN,Medium,54.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2023,8,Ransomware,Healthcare,54.79,393779,139.14,Nation-state,Weak Passwords,Encryption,Medium,39.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2019,4,Man-in-the-Middle,Government,76.39,311908,244.91,Unattributed,Weak Passwords,Encryption,High,68.0,0,High-Loss Targeted Events - DDoS-Led
UK,2016,1,DDoS,Retail,39.26,668780,58.7,Hacker Group,Zero-day,Firewall,Medium,33.0,1,Widespread Low-Loss Events - Phishing-Led
France,2023,8,Malware,Banking,9.99,116840,85.5,Unattributed,Zero-day,Firewall,Low,51.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2016,1,DDoS,IT,18.48,112881,163.71,Hacker Group,Social Engineering,VPN,Low,32.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2018,3,SQL Injection,Retail,46.34,575379,80.54,Unattributed,Zero-day,AI-based Detection,Medium,35.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2022,7,Phishing,Education,80.99,345577,234.36,Insider,Unpatched Software,Encryption,High,4.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2023,8,Phishing,Banking,69.45,852592,81.46,Nation-state,Zero-day,AI-based Detection,High,12.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2017,2,DDoS,Healthcare,72.05,263506,273.43,Insider,Zero-day,Encryption,Medium,49.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2024,9,SQL Injection,IT,1.01,470074,2.15,Insider,Weak Passwords,Encryption,Low,9.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2016,1,DDoS,Telecommunications,20.09,689397,29.14,Insider,Social Engineering,AI-based Detection,Medium,68.0,1,Widespread Low-Loss Events - Phishing-Led
India,2019,4,Phishing,Banking,18.42,289539,63.62,Nation-state,Unpatched Software,Antivirus,Low,27.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2022,7,SQL Injection,IT,8.5,523164,16.25,Hacker Group,Weak Passwords,AI-based Detection,Medium,30.0,1,Widespread Low-Loss Events - Phishing-Led
France,2015,0,Phishing,Banking,64.62,104619,617.67,Insider,Unpatched Software,Antivirus,Medium,68.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2018,3,Phishing,IT,72.01,401960,179.15,Nation-state,Unpatched Software,VPN,Medium,44.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2023,8,Man-in-the-Middle,Government,81.57,738014,110.53,Unattributed,Social Engineering,Antivirus,High,24.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2019,4,Man-in-the-Middle,IT,89.6,544648,164.51,Unattributed,Weak Passwords,Antivirus,High,47.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2019,4,Man-in-the-Middle,IT,79.33,842637,94.14,Nation-state,Unpatched Software,AI-based Detection,High,55.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2016,1,Malware,Telecommunications,44.93,23249,1932.56,Insider,Social Engineering,Firewall,Low,1.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2015,0,SQL Injection,Retail,26.98,763017,35.36,Insider,Social Engineering,Firewall,High,24.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2019,4,SQL Injection,Government,99.2,605470,163.84,Nation-state,Unpatched Software,Encryption,High,18.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2018,3,Ransomware,Education,22.77,828880,27.47,Hacker Group,Unpatched Software,Antivirus,High,69.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2018,3,Man-in-the-Middle,Banking,23.32,524693,44.45,Unattributed,Unpatched Software,VPN,Medium,63.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2023,8,DDoS,IT,52.75,638329,82.64,Hacker Group,Social Engineering,Firewall,Medium,11.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2023,8,Phishing,Retail,42.69,309021,138.15,Unattributed,Unpatched Software,Encryption,Low,2.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2021,6,Man-in-the-Middle,Healthcare,55.4,68886,804.23,Hacker Group,Weak Passwords,AI-based Detection,Medium,41.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2023,8,SQL Injection,Telecommunications,94.14,536737,175.39,Unattributed,Unpatched Software,Encryption,High,44.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2021,6,DDoS,Education,80.79,134998,598.45,Unattributed,Zero-day,AI-based Detection,High,42.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2018,3,Phishing,IT,65.88,503520,130.84,Hacker Group,Zero-day,Encryption,Medium,48.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2023,8,SQL Injection,Education,89.04,351850,253.06,Hacker Group,Social Engineering,Encryption,High,21.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2021,6,SQL Injection,Retail,27.54,383781,71.76,Nation-state,Zero-day,Antivirus,Low,57.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2021,6,DDoS,Banking,96.23,649383,148.19,Unattributed,Weak Passwords,Encryption,High,59.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2024,9,Ransomware,IT,74.06,813472,91.04,Hacker Group,Zero-day,VPN,High,17.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2019,4,Man-in-the-Middle,Education,1.72,407485,4.22,Insider,Unpatched Software,AI-based Detection,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2018,3,Malware,Telecommunications,23.27,233460,99.67,Insider,Unpatched Software,Antivirus,Low,11.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2020,5,Man-in-the-Middle,Retail,34.82,500252,69.6,Nation-state,Zero-day,Antivirus,Medium,29.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2024,9,Malware,Telecommunications,42.79,483399,88.52,Insider,Zero-day,Antivirus,Low,50.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2019,4,DDoS,Education,33.73,985398,34.23,Nation-state,Social Engineering,Antivirus,High,54.0,1,Widespread Low-Loss Events - Phishing-Led
France,2017,2,Man-in-the-Middle,Education,49.94,640572,77.96,Hacker Group,Social Engineering,Firewall,Medium,51.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2018,3,DDoS,Education,13.13,510702,25.71,Hacker Group,Weak Passwords,Firewall,Medium,15.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2021,6,Ransomware,Government,21.21,570810,37.16,Insider,Social Engineering,Firewall,Medium,72.0,1,Widespread Low-Loss Events - Phishing-Led
France,2020,5,Malware,Banking,12.25,162930,75.19,Insider,Unpatched Software,Firewall,Low,13.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2023,8,Ransomware,IT,23.18,367503,63.07,Nation-state,Weak Passwords,Encryption,Low,17.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2020,5,SQL Injection,Retail,69.91,354637,197.13,Insider,Social Engineering,VPN,Medium,63.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2022,7,Man-in-the-Middle,IT,34.57,46493,743.55,Insider,Unpatched Software,Encryption,Low,62.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2021,6,Phishing,Retail,13.47,537683,25.05,Insider,Unpatched Software,VPN,Medium,41.0,1,Widespread Low-Loss Events - Phishing-Led
France,2019,4,Malware,Retail,21.92,603904,36.3,Nation-state,Unpatched Software,Firewall,Medium,38.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2023,8,Ransomware,Education,58.79,983506,59.78,Hacker Group,Social Engineering,AI-based Detection,High,35.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2022,7,Malware,Healthcare,12.67,781284,16.22,Hacker Group,Weak Passwords,Firewall,High,11.0,1,Widespread Low-Loss Events - Phishing-Led
France,2020,5,Ransomware,Retail,97.37,467137,208.44,Nation-state,Social Engineering,Encryption,High,14.0,0,High-Loss Targeted Events - DDoS-Led
